,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
722,FORA,Forian Inc.,105.63M,9.97%,80756,23.02M
723,CMRX,"Chimerix, Inc.",105.27M,-0.42%,218303,324.00K
724,BWAY,BrainsWay Ltd.,104.67M,-1.28%,72370,31.79M
725,PLX,"Protalix BioTherapeutics, Inc.",104.32M,2.45%,142276,63.63M
726,PETS,"PetMed Express, Inc.",103.20M,-2.15%,390827,270.52M
727,SHLT,SHL Telemedicine Ltd.,102.78M,-0.16%,5364,57.10M
728,BRNS,Barinthus Biotherapeutics plc,99.59M,1.19%,4485,7.26M
729,ANVS,"Annovis Bio, Inc.",98.82M,-1.93%,71249,-
730,CRVS,"Corvus Pharmaceuticals, Inc.",98.57M,-,46218,-
731,CARM,"Carisma Therapeutics, Inc.",98.47M,3.85%,96576,10.63M
732,VAXX,"Vaxxinity, Inc.",98.00M,-4.29%,206165,-
733,ANIX,"Anixa Biosciences, Inc.",97.67M,2.92%,87253,210.00K
734,ASRT,"Assertio Holdings, Inc.",95.95M,13.37%,3341164,152.07M
735,KRMD,"KORU Medical Systems, Inc.",95.91M,0.71%,12506,28.68M
736,CRDL,Cardiol Therapeutics Inc.,95.07M,3.42%,140016,-
737,LIFE,"aTyr Pharma, Inc.",94.57M,2.16%,160024,10.74M
738,IFRX,InflaRx N.V.,94.19M,1.91%,54435,60.80K
739,RNAC,"Cartesian Therapeutics, Inc.",93.95M,-0.85%,416949,26.00M
740,ATHA,"Athira Pharma, Inc.",93.71M,5.95%,369859,-
741,ELUT,Elutia Inc.,92.79M,6.21%,11639,24.75M
742,VERU,Veru Inc.,92.37M,2.84%,443969,16.30M
743,OTLK,"Outlook Therapeutics, Inc.",90.99M,-8.87%,2465510,-
744,EQ,"Equillium, Inc.",88.85M,1.98%,48975,42.63M
745,BLRX,BioLineRx Ltd.,88.30M,0.87%,73297,-
746,SPRO,"Spero Therapeutics, Inc.",88.24M,1.20%,232118,77.70M
747,ACRS,"Aclaris Therapeutics, Inc.",87.59M,2.46%,549624,31.25M
748,PSNL,"Personalis, Inc.",87.37M,-1.73%,246505,73.48M
749,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",87.37M,-,148923,-
750,PMVP,"PMV Pharmaceuticals, Inc.",87.20M,-0.61%,311533,-
751,PRPH,"ProPhase Labs, Inc.",86.62M,6.46%,8529,62.71M
752,ANTX,"AN2 Therapeutics, Inc.",86.25M,3.97%,198510,-
753,MURA,Mural Oncology plc,85.70M,-1.06%,107343,-
754,TRIB,Trinity Biotech plc,84.82M,-1.32%,2732,61.44M
755,DCTH,"Delcath Systems, Inc.",84.73M,-0.13%,68574,2.17M
756,BNR,Burning Rock Biotech Limited,84.34M,-1.19%,26755,76.83M
757,BTAI,"BioXcel Therapeutics, Inc.",84.16M,2.35%,435454,1.24M
758,ALVR,"AlloVir, Inc.",83.27M,-1.26%,86946,-
759,NVNO,enVVeno Medical Corporation,82.57M,0.97%,71084,-
760,INCR,InterCure Ltd.,81.12M,1.12%,8365,112.41M
761,AFMD,Affimed N.V.,80.48M,-5.52%,117432,20.23M
762,CUE,"Cue Biopharma, Inc.",79.87M,20.90%,468345,3.82M
763,GNTA,Genenta Science S.p.A.,79.24M,3.64%,7006,-
764,IMMX,"Immix Biopharma, Inc.",79.16M,0.97%,40363,-
765,ONCY,Oncolytics Biotech Inc.,78.96M,-1.89%,118422,-
766,MIST,Milestone Pharmaceuticals Inc.,78.93M,-0.40%,43241,4.50M
767,DTIL,"Precision BioSciences, Inc.",78.83M,-1.83%,46197,52.29M
768,MDXH,MDxHealth SA,78.62M,13.46%,66046,70.19M
769,TIL,"Instil Bio, Inc.",78.37M,4.90%,24170,-
770,HYPR,"Hyperfine, Inc.",78.04M,1.83%,17923,9.77M
771,LTRN,Lantern Pharma Inc.,77.61M,-8.96%,349522,-
772,ENLV,Enlivex Therapeutics Ltd.,77.56M,3.60%,73542,-
773,RZLT,"Rezolute, Inc.",77.27M,-0.26%,122817,-
774,VNRX,VolitionRx Limited,77.11M,2.04%,61092,651.04K
775,CSBR,"Champions Oncology, Inc.",77.08M,-3.00%,15457,49.98M
776,EGRX,"Eagle Pharmaceuticals, Inc.",76.97M,4.97%,46295,257.55M
777,ASXC,"Asensus Surgical, Inc.",76.03M,4.84%,1214503,5.61M
778,NUTX,"Nutex Health, Inc.",75.64M,3.45%,1303903,231.70M
779,MGRM,"Monogram Orthopaedics, Inc.",75.03M,1.28%,8046,-
780,PASG,"Passage Bio, Inc.",74.50M,1.12%,44293,-
781,GANX,"Gain Therapeutics, Inc.",73.87M,-0.99%,46822,55.18K
782,EYEN,"Eyenovia, Inc.",72.80M,3.33%,464651,1.20K
783,HOOK,HOOKIPA Pharma Inc.,72.73M,0.68%,288387,20.55M
784,ATRA,"Atara Biotherapeutics, Inc.",71.35M,-4.20%,791832,4.54M
785,MLEC,Moolec Science SA,71.06M,-0.60%,9792,-
786,CNTB,Connect Biopharma Holdings Limited,70.49M,-0.78%,6809,-
787,ASMB,"Assembly Biosciences, Inc.",70.18M,-1.41%,7393,-
788,ELYM,"Eliem Therapeutics, Inc.",70.03M,8.27%,14683,-
789,MNOV,"MediciNova, Inc.",68.66M,-1.00%,20428,1.00M
790,ALGS,"Aligos Therapeutics, Inc.",68.35M,0.20%,1064143,15.53M
791,KZR,"Kezar Life Sciences, Inc.",67.71M,-2.15%,148239,7.00M
792,IKNA,"Ikena Oncology, Inc.",67.08M,0.72%,277266,9.16M
793,IXHL,Incannex Healthcare Limited,65.86M,-7.47%,83926,-
794,ICU,SeaStar Medical Holding Corporation,65.80M,-6.49%,3682684,-
795,KRON,"Kronos Bio, Inc.",65.61M,2.67%,125228,4.00M
796,TPST,"Tempest Therapeutics, Inc.",65.06M,0.89%,265667,-
797,LVTX,LAVA Therapeutics N.V.,64.93M,5.67%,198300,9.63M
798,LPTX,"Leap Therapeutics, Inc.",64.68M,-4.00%,168160,-
799,DERM,Journey Medical Corporation,64.41M,0.57%,35237,79.89M
800,ENZ,"Enzo Biochem, Inc.",64.12M,-,33029,20.59M
801,APLM,"Apollomics, Inc.",63.62M,-14.18%,118700,-
802,ANEB,"Anebulo Pharmaceuticals, Inc.",63.54M,4.15%,951,-
803,TSBX,Turnstone Biologics Corp.,63.51M,5.00%,47716,81.89M
804,RLYB,Rallybio Corporation,63.49M,1.49%,62230,-
805,PRE,Prenetics Global Limited,61.76M,-3.59%,182217,68.79M
806,CDTX,"Cidara Therapeutics, Inc.",61.73M,-0.57%,620580,56.54M
807,SSIC,Silver Spike Investment Corp.,61.22M,-0.45%,3335,7.76M
808,PDEX,"Pro-Dex, Inc.",61.10M,1.85%,6790,48.24M
809,BEAT,"HeartBeam, Inc.",61.08M,-0.17%,146488,-
810,LUCD,Lucid Diagnostics Inc.,60.48M,-4.76%,61833,1.50M
811,INTS,"Intensity Therapeutics, Inc.",60.46M,0.23%,31988,-
812,GEG,"Great Elm Group, Inc.",60.10M,-,3893,11.05M
813,SLS,"SELLAS Life Sciences Group, Inc.",60.01M,4.35%,862058,-
814,NSPR,"InspireMD, Inc.",59.92M,-0.41%,5494,6.21M
815,CGTX,"Cognition Therapeutics, Inc.",59.67M,-2.17%,156086,-
816,NEUE,NeueHealth Inc,59.60M,-2.95%,19186,1.88B
817,APYX,Apyx Medical Corporation,59.59M,4.07%,31295,50.30M
818,CRIS,"Curis, Inc.",59.06M,5.29%,15457,10.02M
819,XAIR,"Beyond Air, Inc.",58.74M,3.07%,51092,689.00K
820,RBOT,Vicarious Surgical Inc.,58.61M,1.98%,400154,-
821,RGC,Regencell Bioscience Holdings Limited,58.56M,-6.04%,31203,-
822,CLGN,CollPlant Biotechnologies Ltd.,58.19M,-1.63%,8930,10.72M
823,SCYX,"SCYNEXIS, Inc.",58.02M,-3.25%,206315,135.87M
824,BNGO,"Bionano Genomics, Inc.",57.98M,1.42%,997300,36.12M
825,MTNB,"Matinas BioPharma Holdings, Inc.",57.77M,-0.27%,418971,4.28M
826,HCWB,HCW Biologics Inc.,57.21M,2.97%,3906,576.02K
827,CLNN,Clene Inc.,57.17M,-3.15%,223761,718.00K
828,AVRO,"AVROBIO, Inc.",57.16M,0.78%,99918,-
829,SRTS,"Sensus Healthcare, Inc.",57.15M,6.48%,194022,24.94M
830,ICCM,IceCure Medical Ltd,56.70M,-1.61%,37626,2.91M
831,BGXX,Bright Green Corporation,56.03M,-8.99%,2964192,-
832,THTX,Theratechnologies Inc.,55.95M,0.83%,10574,59.25M
833,CTCX,Carmell Therapeutics Corporation,55.03M,1.02%,1982,25.65M
834,MLSS,Milestone Scientific Inc.,54.17M,-2.39%,34062,9.81M
835,INAB,"IN8bio, Inc.",54.11M,2.36%,91214,-
836,CASI,"CASI Pharmaceuticals, Inc.",54.09M,-0.61%,33720,42.26M
837,SABS,"SAB Biotherapeutics, Inc.",54.06M,2.22%,20879,4.09M
838,MODD,"Modular Medical, Inc.",53.61M,15.03%,253063,-
839,AMIX,"Autonomix Medical, Inc.",53.61M,2.15%,5829,-
840,OCUP,"Ocuphire Pharma, Inc.",53.55M,-2.34%,163479,19.05M
841,AONC,"American Oncology Network, Inc.",53.48M,-4.65%,10157,-
842,RPHM,"Reneo Pharmaceuticals, Inc.",53.30M,-1.88%,187044,-
843,ELTX,"Elicio Therapeutics, Inc.",52.64M,-5.84%,59071,-
844,CRVO,CervoMed Inc.,52.43M,-3.64%,5423,1.53M
845,CTSO,Cytosorbents Corporation,52.17M,-,17010,37.07M
846,FIXX,"Homology Medicines, Inc.",52.17M,0.28%,25052,1.96M
847,LEXX,Lexaria Bioscience Corp.,51.74M,3.35%,920321,276.01K
848,QNCX,"Quince Therapeutics, Inc.",51.44M,-1.25%,25550,-
849,ENTX,Entera Bio Ltd.,51.09M,-2.04%,33639,-
850,ACHL,Achilles Therapeutics plc,50.16M,-2.44%,136442,-
851,UNCY,"Unicycive Therapeutics, Inc.",49.70M,-1.40%,70078,-
852,CKPT,"Checkpoint Therapeutics, Inc.",49.60M,0.50%,179567,171.00K
853,NKGN,"NKGen Biotech, Inc.",49.41M,15.03%,746392,77.00K
854,TLSA,Tiziana Life Sciences Ltd,49.15M,-0.99%,46655,-
855,LNSR,"LENSAR, Inc.",49.00M,5.00%,992,42.16M
856,OKYO,OKYO Pharma Limited,48.86M,2.07%,57184,-
857,CARA,"Cara Therapeutics, Inc.",48.10M,-0.24%,310327,20.97M
858,BOLT,"Bolt Biotherapeutics, Inc.",47.84M,-4.76%,243261,7.20M
859,RGLS,Regulus Therapeutics Inc.,47.73M,13.14%,4894938,-
860,AADI,"Aadi Bioscience, Inc.",47.58M,6.19%,178476,23.26M
861,BCTX,BriaCell Therapeutics Corp.,47.47M,-,31753,-
862,CYTH,"Cyclo Therapeutics, Inc.",47.32M,2.47%,26247,951.81K
863,RNLX,Renalytix Plc,47.27M,-10.91%,632585,2.41M
864,LFWD,ReWalk Robotics Ltd,46.90M,-9.72%,1128316,13.85M
865,CADL,"Candel Therapeutics, Inc.",46.56M,-1.86%,11330,-
866,BIMI,BIMI International Medical Inc.,46.49M,-16.12%,37062,5.85M
867,CCEL,"Cryo-Cell International, Inc.",45.74M,7.61%,15776,31.34M
868,ICAD,"iCAD, Inc.",45.59M,5.20%,462927,22.21M
869,DARE,"Daré Bioscience, Inc.",45.35M,4.30%,102619,1.00M
870,CLRB,"Cellectar Biosciences, Inc.",44.61M,-1.24%,226664,-
871,DRIO,DarioHealth Corp.,44.46M,1.87%,39801,23.55M
872,OWLT,"Owlet, Inc.",44.19M,0.41%,5580,54.01M
873,FEMY,Femasys Inc.,44.17M,-5.24%,485435,1.09M
874,MDAI,"Spectral AI, Inc.",44.16M,12.43%,4871626,38.14M
875,EVGN,Evogene Ltd.,43.25M,-1.56%,130650,5.64M
876,IPA,ImmunoPrecise Antibodies Ltd.,43.16M,1.22%,150743,16.52M
877,ESLA,"Estrella Immunopharma, Inc.",42.95M,-9.17%,55065,-
878,DYAI,"Dyadic International, Inc.",42.64M,5.41%,25389,2.96M
879,NXTC,"NextCure, Inc.",42.55M,1.31%,27830,-
880,IRIX,IRIDEX Corporation,41.92M,1.36%,4531,54.61M
881,GMDA,Gamida Cell Ltd.,41.38M,1.96%,463542,673.00K
882,RMTI,"Rockwell Medical, Inc.",41.03M,4.17%,48247,80.83M
883,HLTH,Cue Health Inc.,40.82M,6.44%,368632,198.92M
884,DXR,Daxor Corporation,40.73M,3.16%,32,-2.00M
885,TARA,"Protara Therapeutics, Inc.",40.57M,2.30%,19923,-
886,DHAI,"DIH Holdings US, Inc.",40.57M,-7.34%,284738,13.17M
887,RPID,"Rapid Micro Biosystems, Inc.",40.48M,0.68%,14487,22.52M
888,CUTR,"Cutera, Inc.",40.32M,2.97%,358467,230.18M
889,NRXP,"NRx Pharmaceuticals, Inc.",40.28M,10.83%,1204422,-
890,VTVT,vTv Therapeutics Inc.,40.19M,2.17%,9243,9.00K
891,AGE,"AgeX Therapeutics, Inc.",39.97M,27.59%,1238825,94.00K
892,PLUR,Pluri Inc.,39.82M,3.63%,39312,357.00K
893,ICCC,ImmuCell Corporation,39.53M,1.27%,11504,16.29M
894,ACXP,"Acurx Pharmaceuticals, Inc.",39.38M,0.70%,6261,-
895,ELDN,"Eledon Pharmaceuticals, Inc.",39.20M,4.91%,21825,-
896,OMIC,"Singular Genomics Systems, Inc.",38.91M,-1.55%,51491,2.60M
897,MEDS,"TRxADE HEALTH, Inc.",38.85M,-19.07%,197679,9.09M
898,PMN,"ProMIS Neurosciences, Inc.",38.71M,-3.60%,4474,-
899,VIRX,"Viracta Therapeutics, Inc.",38.68M,0.52%,54107,-
900,EFTR,"eFFECTOR Therapeutics, Inc.",38.10M,-4.93%,89912,675.00K
901,AWH,Aspira Women's Health Inc.,37.83M,-1.64%,10452,9.18M
902,MRKR,"Marker Therapeutics, Inc.",37.51M,0.55%,22831,9.06M
903,ECOR,"electroCore, Inc.",37.28M,1.29%,2710,13.40M
904,BIVI,BioVie Inc.,36.39M,8.14%,1506812,-
905,RVP,"Retractable Technologies, Inc.",36.22M,0.83%,18992,41.99M
906,CODX,"Co-Diagnostics, Inc.",35.93M,-0.43%,35320,4.66M
907,FBIO,"Fortress Biotech, Inc.",35.44M,-3.38%,146287,80.97M
908,SNCE,"Science 37 Holdings, Inc.",34.66M,-,49100,60.26M
909,CLDI,"Calidi Biotherapeutics, Inc.",34.43M,-3.42%,28469,45.00K
910,DRRX,DURECT Corporation,34.30M,1.74%,95710,9.19M
911,POCI,"Precision Optics Corporation, Inc.",33.92M,3.11%,2939,19.22M
912,ACST,Acasti Pharma Inc.,32.24M,-1.17%,16480,-
913,INKT,"MiNK Therapeutics, Inc.",31.48M,1.97%,47831,-
914,XGN,Exagen Inc.,30.85M,1.10%,23929,51.62M
915,BIOR,"Biora Therapeutics, Inc.",30.75M,0.44%,178494,18.00K
916,EUDA,EUDA Health Holdings Limited,30.54M,-0.81%,18020,-
917,CERO,"CERo Therapeutics Holdings, Inc.",30.00M,-6.02%,306333,-
918,HUGE,FSD Pharma Inc.,29.89M,-2.37%,170972,-
919,NMTC,NeuroOne Medical Technologies Corporation,29.56M,-0.88%,37770,2.82M
920,SLGL,Sol-Gel Technologies Ltd.,29.39M,-3.74%,13904,1.67M
921,ORGS,Orgenesis Inc.,29.37M,1.74%,22890,27.75M
922,CDIO,"Cardio Diagnostics Holdings, Inc.",29.12M,-0.72%,174497,12.71K
923,MOVE,Movano Inc.,29.01M,-2.63%,43336,-
924,VYNE,VYNE Therapeutics Inc.,28.90M,-3.33%,17276,424.00K
925,RNXT,"RenovoRx, Inc.",28.44M,1.18%,15726,-
926,PTN,"Palatin Technologies, Inc.",28.23M,-2.69%,130858,7.10M
927,BFRG,"Bullfrog AI Holdings, Inc.",27.78M,-6.79%,392255,75.00K
928,MEIP,"MEI Pharma, Inc.",27.65M,-1.69%,12330,72.65M
929,ONMD,OneMedNet Corporation,27.46M,2.81%,89299,1.57M
930,SRZN,"Surrozen, Inc.",27.31M,-1.45%,6041,12.50M
931,STRM,"Streamline Health Solutions, Inc.",27.18M,8.70%,11650,23.98M
932,APM,Aptorum Group Limited,26.94M,-11.54%,107107,1.20M
933,ONCT,"Oncternal Therapeutics, Inc.",26.64M,0.33%,1969,785.00K
934,TCRT,"Alaunos Therapeutics, Inc.",26.47M,0.30%,21053,15.00K
935,COCH,"Envoy Medical, Inc.",26.39M,-18.82%,179132,380.00K
936,PYPD,PolyPid Ltd.,26.30M,-2.13%,1573,-
937,ATIP,"ATI Physical Therapy, Inc.",26.27M,-,3366,699.02M
938,IINN,Inspira Technologies Oxy B.H.N. Ltd.,26.17M,-1.60%,83590,-
939,QTI,"QT Imaging Holdings, Inc.",26.15M,-,97300,708.24K
940,UBX,"Unity Biotechnology, Inc.",26.02M,-0.65%,73550,-
941,EKSO,"Ekso Bionics Holdings, Inc.",25.96M,-0.41%,35622,18.28M
942,LSTA,"Lisata Therapeutics, Inc.",25.75M,2.58%,10293,-
943,CPIX,Cumberland Pharmaceuticals Inc.,25.70M,1.65%,355,39.32M
944,ALRN,"Aileron Therapeutics, Inc.",25.65M,1.46%,21470,-
945,OCX,OncoCyte Corporation,25.28M,0.50%,10889,-2.36M
946,TXMD,"TherapeuticsMD, Inc.",25.22M,-0.63%,8418,1.95M
947,CMAX,"CareMax, Inc.",24.49M,-9.02%,26679,763.53M
948,LUMO,"Lumos Pharma, Inc.",24.48M,-0.93%,2853,2.05M
949,NEPH,"Nephros, Inc.",24.46M,-,5031,13.54M
950,FBRX,"Forte Biosciences, Inc.",24.34M,2.68%,34090,-
951,ABIO,"ARCA biopharma, Inc.",24.07M,-,7406,-
952,SNSE,"Sensei Biotherapeutics, Inc.",23.93M,2.79%,96418,-
953,NRBO,"NeuroBo Pharmaceuticals, Inc.",23.89M,-7.72%,277857,-
954,GDTC,CytoMed Therapeutics Limited,23.87M,-4.59%,3282,573.59K
955,APTO,Aptose Biosciences Inc.,23.72M,-3.33%,57167,-
956,AKLI,"Akili, Inc.",23.69M,-1.33%,165369,1.68M
957,MRAI,"Marpai, Inc.",23.21M,14.16%,620893,36.08M
958,DMTK,"DermTech, Inc.",23.20M,7.46%,252804,15.30M
959,APRE,"Aprea Therapeutics, Inc.",23.02M,-6.61%,23914,569.16K
960,QLI,Qilian International Holding Group Limited,22.84M,10.61%,422479,46.47M
961,TTOO,"T2 Biosystems, Inc.",22.70M,1.73%,76029,11.00M
962,ITRM,Iterum Therapeutics plc,22.44M,-5.39%,103297,-
963,BIAF,"bioAffinity Technologies, Inc.",22.38M,-6.22%,258393,321.49K
964,AXDX,"Accelerate Diagnostics, Inc.",22.37M,1.43%,24106,12.00M
965,MAIA,"MAIA Biotechnology, Inc.",22.25M,2.29%,41491,-
966,MYNZ,Mainz Biomed B.V.,21.78M,-4.67%,27626,-
967,GLTO,"Galecto, Inc.",21.58M,3.93%,159545,-
968,NRSN,NeuroSense Therapeutics Ltd.,21.46M,7.01%,135921,-
969,LPCN,Lipocine Inc.,21.05M,19.95%,91865,-2.85M
970,AIH,Aesthetic Medical International Holdings Group Limited,20.45M,-14.47%,130064,89.89M
971,KALA,"Kala Pharmaceuticals, Inc.",20.39M,0.26%,5351,-
972,LABP,"Landos Biopharma, Inc.",20.35M,2.30%,3580,-
973,NCNA,NuCana plc,20.30M,33.96%,57951076,-
974,PPBT,Purple Biotech Ltd.,20.20M,-0.33%,40173,-
975,CCLD,"CareCloud, Inc.",20.16M,2.36%,32247,121.18M
976,NERV,"Minerva Neurosciences, Inc.",20.00M,2.89%,70861,-
977,NTRB,Nutriband Inc.,19.88M,-,13,2.09M
978,CHRO,Chromocell Therapeutics Corp,19.71M,2.32%,11922,-
979,CNTG,Centogene N.V.,19.51M,-4.29%,205,55.72M
980,ONTX,"Onconova Therapeutics, Inc.",19.43M,4.53%,49059,226.00K
981,GYRE,"Gyre Therapeutics, Inc.",19.42M,4.14%,15936,-
982,TNXP,Tonix Pharmaceuticals Holding Corp.,19.34M,4.76%,636696,3.99M
983,MBRX,"Moleculin Biotech, Inc.",19.04M,1.32%,21451,-
984,MHUA,"Meihua International Medical Technologies Co., Ltd.",18.81M,-0.24%,61457,96.70M
985,IMRN,Immuron Limited,18.71M,-4.68%,124804,2.43M
986,CNTX,Context Therapeutics Inc.,18.68M,-0.43%,3018,-
987,TFFP,"TFF Pharmaceuticals, Inc.",18.47M,4.35%,1103,932.32K
988,XLO,"Xilio Therapeutics, Inc.",18.46M,2.76%,91396,-
989,MBOT,Microbot Medical Inc.,18.29M,-4.76%,109172,-
990,PAVM,PAVmed Inc.,18.23M,-10.40%,20656,1.52M
991,SSKN,"STRATA Skin Sciences, Inc.",18.23M,-,4333,35.27M
992,NRXS,"NeurAxis, Inc.",17.93M,7.67%,5211,2.54M
993,CCM,Concord Medical Services Holdings Limited,17.83M,5.78%,7468,84.58M
994,AYTU,"Aytu BioPharma, Inc.",17.54M,1.61%,9480,98.50M
995,INDP,"Indaptus Therapeutics, Inc.",17.39M,-2.42%,19046,-
996,AIM,AIM ImmunoTech Inc.,17.34M,2.90%,103604,193.00K
997,PMD,Psychemedics Corporation,17.29M,-,9007,22.80M
998,SYBX,"Synlogic, Inc.",17.28M,-1.06%,8444,708.00K
999,TCON,"TRACON Pharmaceuticals, Inc.",17.24M,36.41%,16208383,12.05M
1000,BMRA,"Biomerica, Inc.",17.16M,1.96%,23156,5.50M
1001,PETV,"PetVivo Holdings, Inc.",17.11M,-2.00%,8804,1.05M
1002,PHGE,BiomX Inc.,17.01M,2.70%,636778,-
1003,PMCB,"PharmaCyte Biotech, Inc.",16.97M,1.02%,9554,-
1004,SNTI,"Senti Biosciences, Inc.",16.97M,0.03%,25071,2.62M
1005,PIRS,"Pieris Pharmaceuticals, Inc.",16.79M,-2.13%,213681,47.36M
1006,AMS,American Shared Hospital Services,16.44M,2.11%,10946,20.66M
1007,NXGL,"NEXGEL, Inc.",16.42M,1.75%,60349,3.53M
1008,TBIO,"Telesis Bio, Inc.",16.26M,-,41767,30.00M
1009,ETAO,"ETAO International Co., Ltd.",16.18M,-9.96%,157419,58.06M
1010,MIRA,"MIRA Pharmaceuticals, Inc.",16.11M,-19.42%,566526,-
1011,RDHL,RedHill Biopharma Ltd.,16.11M,-0.20%,346307,35.75M
1012,ACOR,"Acorda Therapeutics, Inc.",15.72M,2.99%,519,111.12M
1013,SEEL,"Seelos Therapeutics, Inc.",15.46M,-4.42%,177841,2.20M
1014,MTEM,"Molecular Templates, Inc.",15.40M,-1.06%,9176,52.90M
1015,BCLI,Brainstorm Cell Therapeutics Inc.,15.09M,9.96%,645852,-
1016,TLIS,Talis Biomedical Corporation,15.02M,6.71%,7827,2.20M
1017,COCP,"Cocrystal Pharma, Inc.",14.96M,4.11%,12779,-
1018,KPRX,"Kiora Pharmaceuticals, Inc.",14.61M,2.25%,134687,-
1019,TLPH,Talphera Inc.,14.58M,6.42%,74382,651.00K
1020,EVAX,Evaxion Biotech A/S,14.53M,0.66%,11913,-
1021,COEP,"Coeptis Therapeutics, Inc.",14.50M,-5.88%,140102,-
1022,ATHE,Alterity Therapeutics Limited,14.49M,9.70%,56243,-
1023,EDSA,"Edesa Biotech, Inc.",14.43M,-3.15%,4478,-
1024,XRTX,XORTX Therapeutics Inc.,14.42M,5.96%,73513,-
1025,VBIV,VBI Vaccines Inc.,14.35M,2.47%,28642,8.12M
1026,STRR,"Star Equity Holdings, Inc.",14.24M,2.28%,7983,77.17M
1027,ELAB,"Elevai Labs, Inc.",13.73M,-0.78%,57573,1.03M
1028,IKT,"Inhibikase Therapeutics, Inc.",13.61M,1.32%,24456,324.07K
1029,CANF,Can-Fite BioPharma Ltd.,13.49M,1.87%,1865,793.00K
1030,NNVC,"NanoViricides, Inc.",13.31M,1.77%,20839,-
1031,COSM,Cosmos Health Inc.,13.22M,-1.27%,32697,49.59M
1032,ERNA,Eterna Therapeutics Inc.,13.20M,-4.24%,5055,51.00K
1033,ICCT,iCoreConnect Inc.,13.07M,-1.04%,22953,7.75M
1034,BNTC,Benitec Biopharma Inc.,12.91M,2.51%,4862,61.00K
1035,BTCY,"Biotricity, Inc.",12.53M,-5.22%,20932,11.63M
1036,DOMH,Dominari Holdings Inc.,12.46M,0.76%,5949,1.03M
1037,ADXN,Addex Therapeutics Ltd,12.40M,-6.46%,11889,2.24M
1038,MNPR,Monopar Therapeutics Inc.,12.28M,-8.97%,178293,-
1039,AKTX,"Akari Therapeutics, Plc",12.10M,-4.81%,13199,-
1040,LGVN,Longeveron Inc.,12.06M,7.56%,63434,709.00K
1041,NDRA,ENDRA Life Sciences Inc.,12.03M,-0.91%,143583,-
1042,GRTX,"Galera Therapeutics, Inc.",11.79M,-1.25%,170833,-
1043,POAI,Predictive Oncology Inc.,11.78M,-,23582,1.81M
1044,NLSP,NLS Pharmaceutics AG,11.78M,0.03%,95329,-
1045,CMMB,Chemomab Therapeutics Ltd.,11.72M,-5.64%,120140,-
1046,NTBL,Notable Labs Inc.,11.70M,3.81%,24896,-
1047,CHEK,Check-Cap Ltd.,11.70M,2.55%,5056,-
1048,ASLN,ASLAN Pharmaceuticals Limited,11.42M,9.56%,4173611,12.00M
1049,SYRA,Syra Health Corp.,11.30M,0.56%,59451,5.71M
1050,GENE,Genetic Technologies Limited,11.16M,4.21%,9218,5.78M
1051,PRTG,Portage Biotech Inc.,11.08M,11.70%,20746,-
1052,BTTX,"Better Therapeutics, Inc.",10.95M,0.05%,921451,-
1053,ABVC,"ABVC BioPharma, Inc.",10.78M,-2.78%,62426,739.26K
1054,OSA,"ProSomnus, Inc.",10.65M,2.82%,1829,25.61M
1055,TRVN,"Trevena, Inc.",10.30M,-0.70%,25791,3.21M
1056,ONVO,"Organovo Holdings, Inc.",10.14M,0.50%,6303,242.00K
1057,GHSI,"Guardion Health Sciences, Inc.",10.10M,0.89%,3380,12.04M
1058,INBS,Intelligent Bio Solutions Inc.,10.08M,-3.01%,174502,2.88M
1059,AEZS,Aeterna Zentaris Inc.,9.91M,2.06%,16659,6.86M
1060,NVOS,"Novo Integrated Sciences, Inc.",9.83M,17.35%,894697,13.04M
1061,BCDA,"BioCardia, Inc.",9.83M,6.11%,663942,570.00K
1062,MBIO,"Mustang Bio, Inc.",9.77M,-9.43%,247166,-
1063,EIGR,"Eiger BioPharmaceuticals, Inc.",9.62M,1.69%,2644,14.67M
1064,VCNX,"Vaccinex, Inc.",9.50M,0.86%,2145,795.00K
1065,HEPA,"Hepion Pharmaceuticals, Inc.",9.46M,0.92%,46172,-
1066,CVKD,"Cadrenal Therapeutics, Inc.",9.28M,3.63%,52077,-
1067,APDN,"Applied DNA Sciences, Inc.",9.00M,1.79%,22558,9.00M
1068,PRPO,"Precipio, Inc.",8.99M,0.17%,3018,13.26M
1069,FWBI,"First Wave BioPharma, Inc.",8.88M,17.08%,69432,-
1070,AIMD,"Ainos, Inc.",8.75M,-8.84%,166914,-
1071,IMNN,"Imunon, Inc.",8.74M,-4.62%,28862,125.00K
1072,FLGC,Flora Growth Corp.,8.66M,-0.47%,15080,70.37M
1073,BRTX,"BioRestorative Therapies, Inc.",8.66M,-1.52%,25169,130.20K
1074,BNOX,Bionomics Limited,8.65M,-,32641,15.21K
1075,CELZ,"Creative Medical Technology Holdings, Inc.",8.64M,-0.32%,41413,24.60K
1076,CYCN,"Cyclerion Therapeutics, Inc.",8.13M,-5.94%,570,-
1077,FRES,Fresh2 Group Ltd,8.08M,2.49%,41571,2.35M
1078,TOVX,"Theriva Biologics, Inc.",7.84M,0.09%,12179,-
1079,ALZN,"Alzamend Neuro, Inc.",7.81M,-9.38%,100677,-
1080,NURO,"NeuroMetrix, Inc.",7.77M,-0.77%,6400,5.90M
